Date,Subscriber count
2020-04-11,10000.0
2020-04-12,10000.0
2020-04-13,11000.0
2020-04-14,12000.0
2020-04-15,13000.0
2020-04-16,14000.0
2020-04-17,15000.0
2020-04-18,16000.0
2020-04-19,17000.0
2020-04-20,18000.0
2020-04-21,19000.0
2020-04-22,20000.0
2020-04-23,20000.0
2020-04-24,21000.0
2020-04-25,22000.0
2020-04-26,23000.0
2020-04-27,24000.0
2020-04-28,25000.0
2020-04-29,26000.0
2020-04-30,27000.0
2020-05-01,28000.0
2020-05-02,29000.0
2020-05-03,30000.0
2020-05-04,30000.0
2020-05-05,31000.0
2020-05-06,32000.0
2020-05-07,33000.0
2020-05-08,34000.0
2020-05-09,35000.0
2020-05-10,36000.0
2020-05-11,37000.0
2020-05-12,38000.0
2020-05-13,39000.0
2020-05-14,40000.0
2020-05-15,40000.0
2020-05-16,41000.0
2020-05-17,42000.0
2020-05-18,43000.0
2020-05-19,44000.0
2020-05-20,45000.0
2020-05-21,46000.0
2020-05-22,47000.0
2020-05-23,48000.0
2020-05-24,49000.0
2020-05-25,50000.0
2020-05-26,50000.0
2020-05-27,51000.0
2020-05-28,52000.0
2020-05-29,53000.0
2020-05-30,54000.0
2020-05-31,55000.0
2020-06-01,56000.0
2020-06-02,57000.0
2020-06-03,58000.0
2020-06-04,59000.0
2020-06-05,60000.0
2020-06-06,60000.0
2020-06-07,61000.0
2020-06-08,62000.0
2020-06-09,63000.0
2020-06-10,64000.0
2020-06-11,65000.0
2020-06-12,66000.0
2020-06-13,67000.0
2020-06-14,68000.0
2020-06-15,69000.0
2020-06-16,70000.0
2020-06-17,70000.0
2020-06-18,71000.0
2020-06-19,72000.0
2020-06-20,73000.0
2020-06-21,74000.0
2020-06-22,75000.0
2020-06-23,76000.0
2020-06-24,77000.0
2020-06-25,78000.0
2020-06-26,79000.0
2020-06-27,80000.0
2020-06-28,80000.0
2020-06-29,81000.0
2020-06-30,82000.0
2020-07-01,83000.0
2020-07-02,84000.0
2020-07-03,85000.0
2020-07-04,86000.0
2020-07-05,87000.0
2020-07-06,88000.0
2020-07-07,89000.0
2020-07-08,90000.0
2020-07-09,90000.0
2020-07-10,91000.0
2020-07-11,92000.0
2020-07-12,93000.0
2020-07-13,94000.0
2020-07-14,95000.0
2020-07-15,96000.0
2020-07-16,97000.0
2020-07-17,98000.0
2020-07-18,99000.0
2020-07-19,100000.0
2020-07-20,100000.0
2020-07-21,101000.0
2020-07-22,102000.0
2020-07-23,103000.0
2020-07-24,104000.0
2020-07-25,105000.0
2020-07-26,106000.0
2020-07-27,107000.0
2020-07-28,108000.0
2020-07-29,109000.0
2020-07-30,110000.0
2020-07-31,110000.0
2020-08-01,111000.0
2020-08-02,112000.0
2020-08-03,113000.0
2020-08-04,114000.0
2020-08-05,115000.0
2020-08-06,116000.0
2020-08-07,117000.0
2020-08-08,118000.0
2020-08-09,119000.0
2020-08-10,120000.0
2020-08-11,120000.0
2020-08-12,121000.0
2020-08-13,122000.0
2020-08-14,123000.0
2020-08-15,124000.0
2020-08-16,125000.0
2020-08-17,126000.0
2020-08-18,127000.0
2020-08-19,128000.0
2020-08-20,129000.0
2020-08-21,130000.0
2020-08-22,130000.0
2020-08-23,131000.0
2020-08-24,132000.0
2020-08-25,133000.0
2020-08-26,134000.0
2020-08-27,135000.0
2020-08-28,136000.0
2020-08-29,137000.0
2020-08-30,138000.0
2020-08-31,139000.0
2020-09-01,140000.0
2020-09-02,140000.0
2020-09-03,141000.0
2020-09-04,142000.0
2020-09-05,143000.0
2020-09-06,144000.0
2020-09-07,145000.0
2020-09-08,146000.0
2020-09-09,147000.0
2020-09-10,148000.0
2020-09-11,149000.0
2020-09-12,150000.0
2020-09-13,150000.0
2020-09-14,151000.0
2020-09-15,152000.0
2020-09-16,153000.0
2020-09-17,154000.0
2020-09-18,155000.0
2020-09-19,156000.0
2020-09-20,157000.0
2020-09-21,158000.0
2020-09-22,159000.0
2020-09-23,160000.0
2020-09-24,160000.0
2020-09-25,161000.0
2020-09-26,162000.0
2020-09-27,163000.0
2020-09-28,164000.0
2020-09-29,165000.0
2020-09-30,166000.0
2020-10-01,167000.0
2020-10-02,168000.0
2020-10-03,169000.0
2020-10-04,170000.0
2020-10-05,170000.0
2020-10-06,171000.0
2020-10-07,172000.0
2020-10-08,173000.0
2020-10-09,174000.0
2020-10-10,175000.0
2020-10-11,176000.0
2020-10-12,177000.0
2020-10-13,178000.0
2020-10-14,179000.0
2020-10-15,180000.0
2020-10-16,180000.0
2020-10-17,181000.0
2020-10-18,182000.0
2020-10-19,183000.0
2020-10-20,184000.0
2020-10-21,185000.0
2020-10-22,186000.0
2020-10-23,187000.0
2020-10-24,188000.0
2020-10-25,189000.0
2020-10-26,190000.0
2020-10-27,190000.0
2020-10-28,191000.0
2020-10-29,192000.0
2020-10-30,193000.0
2020-10-31,194000.0
2020-11-01,195000.0
2020-11-02,196000.0
2020-11-03,197000.0
2020-11-04,198000.0
2020-11-05,199000.0
2020-11-06,200000.0
2020-11-07,201000.0
2020-11-08,204000.0
2020-11-09,207000.0
2020-11-10,210000.0
2020-11-11,214000.0
2020-11-12,217000.0
2020-11-13,220000.0
2020-11-14,224000.0
2020-11-15,227000.0
2020-11-16,230000.0
2020-11-17,233000.0
2020-11-18,237000.0
2020-11-19,240000.0
2020-11-20,243000.0
2020-11-21,251000.0
2020-11-22,252000.0
2020-11-23,253000.0
2020-11-24,255000.0
2020-11-25,256000.0
2020-11-26,257000.0
2020-11-27,259000.0
2020-11-28,260000.0
