Date,Subscriber count
2019-12-27,10000.0
2019-12-28,12000.0
2019-12-29,14000.0
2019-12-30,16000.0
2019-12-31,18000.0
2020-01-01,21000.0
2020-01-02,23000.0
2020-01-03,25000.0
2020-01-04,27000.0
2020-01-05,29000.0
2020-01-06,32000.0
2020-01-07,34000.0
2020-01-08,36000.0
2020-01-09,38000.0
2020-01-10,41000.0
2020-01-11,43000.0
2020-01-12,45000.0
2020-01-13,47000.0
2020-01-14,50000.0
2020-01-15,50000.0
2020-01-16,51000.0
2020-01-17,52000.0
2020-01-18,52000.0
2020-01-19,53000.0
2020-01-20,54000.0
2020-01-21,54000.0
2020-01-22,55000.0
2020-01-23,56000.0
2020-01-24,56000.0
2020-01-25,57000.0
2020-01-26,58000.0
2020-01-27,58000.0
2020-01-28,59000.0
2020-01-29,60000.0
2020-01-30,60000.0
2020-01-31,61000.0
2020-02-01,62000.0
2020-02-02,62000.0
2020-02-03,63000.0
2020-02-04,64000.0
2020-02-05,64000.0
2020-02-06,65000.0
2020-02-07,66000.0
2020-02-08,66000.0
2020-02-09,67000.0
2020-02-10,68000.0
2020-02-11,69000.0
2020-02-12,69000.0
2020-02-13,70000.0
2020-02-14,71000.0
2020-02-15,71000.0
2020-02-16,72000.0
2020-02-17,73000.0
2020-02-18,73000.0
2020-02-19,74000.0
2020-02-20,75000.0
2020-02-21,75000.0
2020-02-22,76000.0
2020-02-23,77000.0
2020-02-24,77000.0
2020-02-25,78000.0
2020-02-26,79000.0
2020-02-27,79000.0
2020-02-28,80000.0
2020-02-29,81000.0
2020-03-01,81000.0
2020-03-02,82000.0
2020-03-03,83000.0
2020-03-04,83000.0
2020-03-05,84000.0
2020-03-06,85000.0
2020-03-07,86000.0
2020-03-08,86000.0
2020-03-09,87000.0
2020-03-10,88000.0
2020-03-11,88000.0
2020-03-12,89000.0
2020-03-13,90000.0
2020-03-14,90000.0
2020-03-15,91000.0
2020-03-16,92000.0
2020-03-17,92000.0
2020-03-18,93000.0
2020-03-19,94000.0
2020-03-20,94000.0
2020-03-21,95000.0
2020-03-22,96000.0
2020-03-23,96000.0
2020-03-24,97000.0
2020-03-25,98000.0
2020-03-26,98000.0
2020-03-27,99000.0
2020-03-28,101000.0
2020-03-29,101000.0
2020-03-30,102000.0
2020-03-31,103000.0
2020-04-01,103000.0
2020-04-02,104000.0
2020-04-03,105000.0
2020-04-04,106000.0
2020-04-05,106000.0
2020-04-06,107000.0
2020-04-07,108000.0
2020-04-08,108000.0
2020-04-09,109000.0
2020-04-10,110000.0
2020-04-11,111000.0
2020-04-12,111000.0
2020-04-13,112000.0
2020-04-14,113000.0
2020-04-15,114000.0
2020-04-16,114000.0
2020-04-17,115000.0
2020-04-18,116000.0
2020-04-19,116000.0
2020-04-20,117000.0
2020-04-21,118000.0
2020-04-22,119000.0
2020-04-23,119000.0
2020-04-24,120000.0
2020-04-25,121000.0
2020-04-26,122000.0
2020-04-27,122000.0
2020-04-28,123000.0
2020-04-29,124000.0
2020-04-30,124000.0
2020-05-01,125000.0
2020-05-02,126000.0
2020-05-03,127000.0
2020-05-04,127000.0
2020-05-05,128000.0
2020-05-06,129000.0
2020-05-07,129000.0
2020-05-08,130000.0
2020-05-09,131000.0
2020-05-10,132000.0
2020-05-11,132000.0
2020-05-12,133000.0
2020-05-13,134000.0
2020-05-14,135000.0
2020-05-15,135000.0
2020-05-16,136000.0
2020-05-17,137000.0
2020-05-18,137000.0
2020-05-19,138000.0
2020-05-20,139000.0
2020-05-21,140000.0
2020-05-22,140000.0
2020-05-23,141000.0
2020-05-24,142000.0
2020-05-25,143000.0
2020-05-26,143000.0
2020-05-27,144000.0
2020-05-28,145000.0
2020-05-29,145000.0
2020-05-30,146000.0
2020-05-31,147000.0
2020-06-01,148000.0
2020-06-02,148000.0
2020-06-03,149000.0
2020-06-04,151000.0
2020-06-05,152000.0
2020-06-06,153000.0
2020-06-07,154000.0
2020-06-08,155000.0
2020-06-09,156000.0
2020-06-10,158000.0
2020-06-11,159000.0
2020-06-12,160000.0
2020-06-13,161000.0
2020-06-14,162000.0
2020-06-15,164000.0
2020-06-16,165000.0
2020-06-17,166000.0
2020-06-18,167000.0
2020-06-19,168000.0
2020-06-20,170000.0
2020-06-21,171000.0
2020-06-22,172000.0
2020-06-23,173000.0
2020-06-24,174000.0
2020-06-25,175000.0
2020-06-26,177000.0
2020-06-27,178000.0
2020-06-28,179000.0
2020-06-29,180000.0
2020-06-30,181000.0
2020-07-01,183000.0
2020-07-02,184000.0
2020-07-03,185000.0
2020-07-04,186000.0
2020-07-05,187000.0
2020-07-06,189000.0
2020-07-07,190000.0
2020-07-08,191000.0
2020-07-09,192000.0
2020-07-10,193000.0
2020-07-11,194000.0
2020-07-12,196000.0
2020-07-13,197000.0
2020-07-14,198000.0
2020-07-15,201000.0
2020-07-16,202000.0
2020-07-17,204000.0
2020-07-18,205000.0
2020-07-19,207000.0
2020-07-20,208000.0
2020-07-21,210000.0
2020-07-22,211000.0
2020-07-23,213000.0
2020-07-24,214000.0
2020-07-25,216000.0
2020-07-26,217000.0
2020-07-27,219000.0
2020-07-28,220000.0
2020-07-29,222000.0
2020-07-30,223000.0
2020-07-31,225000.0
2020-08-01,226000.0
2020-08-02,228000.0
2020-08-03,229000.0
2020-08-04,231000.0
2020-08-05,232000.0
2020-08-06,234000.0
2020-08-07,235000.0
2020-08-08,237000.0
2020-08-09,238000.0
2020-08-10,240000.0
2020-08-11,241000.0
2020-08-12,243000.0
2020-08-13,244000.0
2020-08-14,246000.0
